0 , Q0 , AP881231-0001 1 0.0000, run_name
0 , Q0 , AP881231-0040 40 0.0000, run_name
0 , Q0 , AP881231-0041 41 0.0000, run_name
0 , Q0 , AP881231-0042 42 0.0000, run_name
0 , Q0 , AP881231-0043 43 0.0000, run_name
0 , Q0 , AP881231-0044 44 0.0000, run_name
0 , Q0 , AP881231-0045 45 0.0000, run_name
0 , Q0 , AP881231-0046 46 0.0000, run_name
0 , Q0 , AP881231-0047 47 0.0000, run_name
0 , Q0 , AP881231-0048 48 0.0000, run_name
0 , Q0 , AP881231-0049 49 0.0000, run_name
0 , Q0 , AP881231-0050 50 0.0000, run_name
0 , Q0 , AP881231-0051 51 0.0000, run_name
0 , Q0 , AP881231-0052 52 0.0000, run_name
0 , Q0 , AP881231-0053 53 0.0000, run_name
0 , Q0 , AP881231-0054 54 0.0000, run_name
0 , Q0 , AP881231-0055 55 0.0000, run_name
0 , Q0 , AP881231-0056 56 0.0000, run_name
0 , Q0 , AP881231-0057 57 0.0000, run_name
0 , Q0 , AP881231-0058 58 0.0000, run_name
0 , Q0 , AP881231-0059 59 0.0000, run_name
0 , Q0 , AP881231-0060 60 0.0000, run_name
0 , Q0 , AP881231-0061 61 0.0000, run_name
0 , Q0 , AP881231-0062 62 0.0000, run_name
0 , Q0 , AP881231-0063 63 0.0000, run_name
0 , Q0 , AP881231-0064 64 0.0000, run_name
0 , Q0 , AP881231-0065 65 0.0000, run_name
0 , Q0 , AP881231-0066 66 0.0000, run_name
0 , Q0 , AP881231-0067 67 0.0000, run_name
0 , Q0 , AP881231-0068 68 0.0000, run_name
0 , Q0 , AP881231-0069 69 0.0000, run_name
0 , Q0 , AP881231-0070 70 0.0000, run_name
0 , Q0 , AP881231-0071 71 0.0000, run_name
0 , Q0 , AP881231-0072 72 0.0000, run_name
0 , Q0 , AP881231-0073 73 0.0000, run_name
0 , Q0 , AP881231-0074 74 0.0000, run_name
0 , Q0 , AP881231-0075 75 0.0000, run_name
0 , Q0 , AP881231-0076 76 0.0000, run_name
0 , Q0 , AP881231-0077 77 0.0000, run_name
0 , Q0 , AP881231-0078 78 0.0000, run_name
0 , Q0 , AP881231-0079 79 0.0000, run_name
0 , Q0 , AP881231-0080 80 0.0000, run_name
0 , Q0 , AP881231-0081 81 0.0000, run_name
0 , Q0 , AP881231-0082 82 0.0000, run_name
0 , Q0 , AP881231-0083 83 0.0000, run_name
0 , Q0 , AP881231-0084 84 0.0000, run_name
0 , Q0 , AP881231-0085 85 0.0000, run_name
0 , Q0 , AP881231-0086 86 0.0000, run_name
0 , Q0 , AP881231-0087 87 0.0000, run_name
0 , Q0 , AP881231-0088 88 0.0000, run_name
0 , Q0 , AP881231-0089 89 0.0000, run_name
0 , Q0 , AP881231-0090 90 0.0000, run_name
0 , Q0 , AP881231-0091 91 0.0000, run_name
0 , Q0 , AP881231-0092 92 0.0000, run_name
0 , Q0 , AP881231-0093 93 0.0000, run_name
0 , Q0 , AP881231-0094 94 0.0000, run_name
0 , Q0 , AP881231-0095 95 0.0000, run_name
0 , Q0 , AP881231-0096 96 0.0000, run_name
0 , Q0 , AP881231-0097 97 0.0000, run_name
0 , Q0 , AP881231-0098 98 0.0000, run_name
0 , Q0 , AP881231-0099 99 0.0000, run_name
0 , Q0 , AP881231-0100 100 0.0000, run_name
0 , Q0 , AP881231-0101 101 0.0000, run_name
0 , Q0 , AP881231-0102 102 0.0000, run_name
0 , Q0 , AP881231-0103 103 0.0000, run_name
0 , Q0 , AP881231-0104 104 0.0000, run_name
0 , Q0 , AP881231-0105 105 0.0000, run_name
0 , Q0 , AP881231-0106 106 0.0000, run_name
0 , Q0 , AP881231-0107 107 0.0000, run_name
0 , Q0 , AP881231-0108 108 0.0000, run_name
0 , Q0 , AP881231-0109 109 0.0000, run_name
0 , Q0 , AP881231-0110 110 0.0000, run_name
0 , Q0 , AP881231-0111 111 0.0000, run_name
0 , Q0 , AP881231-0112 112 0.0000, run_name
0 , Q0 , AP881231-0113 113 0.0000, run_name
0 , Q0 , AP881231-0114 114 0.0000, run_name
0 , Q0 , AP881231-0115 115 0.0000, run_name
0 , Q0 , AP881231-0116 116 0.0000, run_name
0 , Q0 , AP881231-0117 117 0.0000, run_name
0 , Q0 , AP881231-0118 118 0.0000, run_name
0 , Q0 , AP881231-0119 119 0.0000, run_name
0 , Q0 , AP881231-0120 120 0.0000, run_name
0 , Q0 , AP881231-0121 121 0.0000, run_name
0 , Q0 , AP881231-0122 122 0.0000, run_name
0 , Q0 , AP881231-0123 123 0.0000, run_name
0 , Q0 , AP881231-0124 124 0.0000, run_name
0 , Q0 , AP881231-0125 125 0.0000, run_name
0 , Q0 , AP881231-0126 126 0.0000, run_name
0 , Q0 , AP881231-0127 127 0.0000, run_name
0 , Q0 , AP881231-0128 128 0.0000, run_name
0 , Q0 , AP881231-0129 129 0.0000, run_name
0 , Q0 , AP881231-0130 130 0.0000, run_name
0 , Q0 , AP881231-0131 131 0.0000, run_name
0 , Q0 , AP881231-0132 132 0.0000, run_name
0 , Q0 , AP881231-0133 133 0.0000, run_name
0 , Q0 , AP881231-0134 134 0.0000, run_name
0 , Q0 , AP881231-0135 135 0.0000, run_name
0 , Q0 , AP881231-0136 136 0.0000, run_name
0 , Q0 , AP881231-0137 137 0.0000, run_name
0 , Q0 , AP881231-0138 138 0.0000, run_name
0 , Q0 , AP881231-0139 139 0.0000, run_name
0 , Q0 , AP881231-0140 140 0.0000, run_name
0 , Q0 , AP881231-0141 141 0.0000, run_name
0 , Q0 , AP881231-0142 142 0.0000, run_name
0 , Q0 , AP881231-0143 143 0.0000, run_name
0 , Q0 , AP881231-0144 144 0.0000, run_name
0 , Q0 , AP881231-0145 145 0.0000, run_name
0 , Q0 , AP881231-0146 146 0.0000, run_name
